"athlete.sex","average_speed","max_speed","distance","average_heartrate","type"
"F",2.649,3.7,5380.3,175.9,"Run"
"F",5.603,8.6,3484.9,141.6,"Ride"
"M",3.033,4.2,14129.3,161.5,"Run"
"M",4.825,15.2,43643.7,144.2,"Ride"
"M",2.34,3.5,5092.3,163.2,"Run"
"M",6.235,10.3,22028.3,113.4,"Ride"
"F",2.059,3.1,8312.6,141.1,"Run"
"M",7.942,14.6,56672,161.7,"Ride"
"M",3.738,6.7,15858.4,150,"Run"
"M",7.66,19.4,65544.2,130.3,"Ride"
"F",1.99,13,25645.1,143.8,"Run"
"M",3.465,9.7,14700.3,151,"Ride"
"F",2.526,4.2,6755.8,156,"Run"
"F",3.261,4.1,11277.1,156.7,"Run"
"M",4.723,9.4,10871.8,138.1,"Ride"
"M",8.155,18.3,115856,161.9,"Ride"
"F",6.83,13.2,12846.7,119.2,"Ride"
"M",7.159,15.4,38192.4,123.9,"Ride"
"M",3.796,5,19831.9,144,"Run"
"M",3.637,4.7,14127.9,148,"Run"
"F",7.732,13.4,16577.9,150.8,"Ride"
"M",4.882,11,25401.4,130.2,"Ride"
"F",2.883,5.7,4618.1,136.9,"Run"
"M",7.289,18,8280.5,159.6,"Ride"
"F",2.589,3.2,5408.6,130.6,"Run"
"F",3.719,11.5,31287.5,143.3,"Ride"
"F",6.641,20.9,103419,152.2,"Ride"
"M",8.019,11.9,47423.8,122.2,"Ride"
"M",6.842,19.4,86071.5,130.7,"Ride"
"M",4.878,7.4,3404.5,108.7,"Ride"
"M",3.462,12.4,3171.2,166,"Ride"
"M",4.786,12.2,31015.7,147.4,"Ride"
"M",6.883,11.1,46713.8,105,"Ride"
"M",6.936,9.8,12512.3,113.9,"Ride"
"F",6.165,10.5,16503.4,143.7,"Ride"
"M",2.632,3.3,5222.5,169.9,"Run"
"M",3.038,3.9,3216.8,160.4,"Run"
"M",5.943,17.7,80061.6,110.9,"Ride"
"F",5.669,17.6,52746,153.7,"Ride"
"M",6.846,17.9,14855.9,153.2,"Ride"
"M",8.791,13.6,41210.3,117.5,"Ride"
"F",3.278,4.1,1934.2,175.5,"Run"
"M",7.376,17.1,31349.2,145.4,"Ride"
"M",0.939,1.4,753.2,150.5,"Ride"
"M",2.91,3.4,10016.7,153.3,"Run"
"F",6.563,9,19845,169.7,"Ride"
"M",7.08,16.8,109528,110.5,"Ride"
"M",6.744,15.4,84526.8,103.5,"Ride"
"M",7.38,11.5,29541.1,143.6,"Ride"
"M",8.627,15.3,66178.9,149.7,"Ride"
"M",3.663,5.2,21283.1,166.9,"Run"
"M",6.725,20,39458,150.4,"Ride"
"M",5.522,13.3,6250.4,111.8,"Ride"
"M",7.907,13.5,35034.2,124.9,"Ride"
"M",5.949,10.2,23688.7,145.2,"Run"
"F",3.601,5.8,42549.4,168.6,"Run"
"M",8.745,13.1,86278.6,146.7,"Ride"
"F",6.237,14.4,36978.5,125.4,"Ride"
"M",6.26,14.5,23968.8,147.8,"Ride"
"M",6.021,13.6,39321.5,152.5,"Ride"
"M",8.881,16.2,46111.8,153.4,"Ride"
"F",9.366,15.9,260448,141.3,"Ride"
"M",2.531,3.1,7440,157.9,"Run"
"M",5.005,21.1,81161.3,160.5,"Ride"
"M",4.518,7.6,29669.5,104.8,"Ride"
"M",7.717,10,42645.4,162.2,"Ride"
"F",2.56,3.1,2734.6,163.6,"Run"
"M",6.064,14,29233,156.4,"Ride"
"F",6.379,14.1,50889.5,120.7,"Ride"
"M",7.392,21,117189,138.5,"Ride"
"M",6.991,13,28110.5,135.3,"Ride"
"M",3.28,5.4,5257.6,138,"Run"
"F",2.706,4.1,5033.3,159.6,"Run"
"M",5.678,16,12195.6,105.3,"Ride"
"M",8.212,21.802,72991.9,148.8,"Ride"
"F",1.516,3,8377.7,118.5,"Run"
"M",8.005,16.2,43962.2,142.1,"Ride"
"F",7.298,9.2,32329.9,132.2,"Ride"
"F",6.351,16,74647.4,141.9,"Ride"
"M",7.712,14.7,42687.2,125.7,"Ride"
"M",5.908,13.005,15549.1,134.9,"Ride"
"M",6.629,9.7,3825.1,144.6,"Ride"
"M",6.749,15.3,19146,138,"Ride"
"M",5.823,13.1,29051.5,121.8,"Ride"
"F",2.219,5.4,3805,137.4,"Run"
"F",1.891,2.9,1875.9,147.9,"Run"
"M",2.635,4.3,21424,148.4,"Run"
"M",3.611,5.6,12029,150.6,"Run"
"F",3.037,7.3,12774,97,"Run"
"F",7.23,8.6,1641.1,145,"Ride"
"M",2.882,3.2,3466.7,175.8,"Run"
"M",7.02,17.2,43645.1,137.5,"Ride"
"M",8.151,15.5,109821,148.9,"Ride"
"M",2.646,11.8,23502.1,114.6,"Ride"
"M",2.513,4.1,1880,175.1,"Run"
"M",7.138,18.1,74031,118.9,"Ride"
"M",1.261,3.2,2717.1,164.4,"Run"
"F",6.931,14.2,30060.6,90.9,"Ride"
"F",5.719,11.3,23088.2,129,"Ride"
"F",7.034,16,59222.1,126.1,"Ride"
"M",7.32,11,61380,167.5,"Ride"
"M",6.639,21.8,48092.9,155.3,"Ride"
"M",2.96,3.9,3344.8,174.5,"Run"
"M",6.803,9.3,14074.6,103.1,"Ride"
"M",8.378,11,18095.4,133.5,"Ride"
"F",2.332,3,14487.2,149.4,"Run"
"M",7.263,12.5,35350.8,138.2,"Ride"
"F",2.086,4.1,5138.5,150.1,"Run"
"M",6.93,10.9,26353.1,143.4,"Ride"
"F",2.973,3.6,8925.7,175.2,"Run"
"M",2.636,4.5,2198.4,123.1,"Run"
"M",4.444,10.9,30795.3,108.1,"Ride"
"M",4.724,12.4,36820.5,115.4,"Ride"
"M",6.769,15.4,51224.1,128.2,"Ride"
"F",5.03,11.6,20648.3,138.4,"Ride"
"M",3.382,4.5,17605.3,149.5,"Run"
"M",7.997,13,53714,147.2,"Ride"
"M",7.669,13.2,17998.3,131.1,"Ride"
"M",2.585,7.2,11977.1,154.4,"Run"
"M",2.481,3.5,9868.4,122.4,"Run"
"F",6.599,15.3,41787.6,144.5,"Ride"
"M",11.1,19.2,64478.6,160,"Ride"
"M",3.056,4.6,16261.1,146.9,"Run"
"M",8.097,15.6,80825.2,134.9,"Ride"
"M",3.164,4.6,11391.5,154.4,"Run"
"M",8.768,20.5,108667,144,"Ride"
"M",8.274,18.3,26634,143.9,"Ride"
"M",3.142,4.8,1637.1,149.7,"Run"
"F",5.576,14.9,24309.5,124.9,"Ride"
"M",4.62,7.8,13476.6,136.1,"Ride"
"M",2.469,5.2,21958.4,134,"Run"
"M",2.693,4.1,7603.1,154.2,"Run"
"M",9.289,16.8,67343.6,153,"Ride"
"M",4.329,13.9,47591.6,147.2,"Ride"
"M",4.627,11.1,7014.8,143,"Ride"
"F",2.519,3,6438.1,110.9,"Run"
"M",7.887,16.4,85006.4,119.2,"Ride"
"F",9.024,16.1,61264.8,143.5,"Ride"
"F",7.459,17.9,45636.9,156.8,"Ride"
"M",7.881,19.8,95768.7,114.6,"Ride"
"M",2.205,4.2,7563.4,173.3,"Run"
"M",7.928,15.512,66070.7,147,"Ride"
"M",8.019,14.6,51053.9,147.7,"Ride"
"F",2.36,3.1,8995.8,162.5,"Run"
"M",7.67,15.7,18039.7,163.9,"Ride"
"M",7.827,15.9,52944.9,159.2,"Ride"
"M",2.431,3.9,7127.7,145.9,"Run"
"M",7.386,13.9,201231,127.2,"Ride"
"M",7.133,12.7,34381.2,146.4,"Ride"
"M",5.254,12.8,40322.3,135.6,"Ride"
"M",4.588,12.1,10730.4,116.4,"Ride"
"M",3.286,4.4,13003.2,164.2,"Run"
"F",2.647,3.9,1582.7,163.6,"Run"
"M",2.532,5.2,8491.3,144.1,"Run"
"F",4.351,6.8,10869.9,122.3,"Ride"
"M",3.179,4,5009.5,164.5,"Run"
"F",3.475,11.7,22092.6,125.7,"Ride"
"M",7.374,15.1,36242.2,147.3,"Ride"
"M",7.272,12.9,11278.8,140,"Ride"
"M",6.663,13.8,24400,108,"Ride"
"F",2.623,3.5,18966.9,171.2,"Run"
"F",4.92,13,46580.9,104.8,"Ride"
"M",8.118,12.7,50243.9,137.8,"Ride"
"M",5.445,18.4,25715.5,149.1,"Ride"
"F",2.078,4.7,18.7,65.8,"Ride"
"M",4.853,13.6,18733.2,119.3,"Ride"
"M",5.938,12.5,24315,140,"Ride"
"F",8.928,11.9,24106.5,161.9,"Ride"
"M",8.715,16.4,87041.1,145.8,"Ride"
"M",6.595,14.4,32102.5,114.9,"Ride"
"M",6.774,18.6,125508,135.8,"Ride"
"M",6.783,9.2,55120.2,147.3,"Ride"
"M",2.924,6.2,169.6,72,"Ride"
"M",9.001,15.5,45402.2,155.1,"Ride"
"M",9.431,19.9,46420.2,136.9,"Ride"
"M",5.684,14.7,34618.3,132.3,"Ride"
"F",5.462,13.9,36202.7,142.1,"Ride"
"F",6.871,17.2,47329.9,137.7,"Ride"
"M",8.804,18.1,44803.4,159,"Ride"
"M",6.922,7.9,16149.3,177.9,"Ride"
"M",6.168,14.8,53665.2,117.5,"Ride"
"M",2.719,8.9,3542.7,167,"Run"
"M",6.408,12,12149.5,120.8,"Ride"
"M",6.652,16.9,52534.6,141.1,"Ride"
"M",6.988,16.3,76125.9,121.2,"Ride"
"F",2.809,4,10338.5,163.4,"Run"
"M",3.417,4.8,12065.6,152.3,"Run"
"M",6.295,13.4,40740.6,144.7,"Ride"
"M",7.878,13.2,130518,144.8,"Ride"
"M",2.626,3.8,12004.7,144.1,"Run"
"F",2.955,5.8,1507,140.1,"Run"
"M",2.377,5,10696,150.6,"Run"
"M",7.446,15.8,35554.7,137.4,"Ride"
"F",2.689,3.7,6075,147.8,"Run"
"M",2.798,5.6,3304.9,103.7,"Ride"
"M",8.323,16,91316,131.6,"Ride"
"M",6.774,15.8,58090.6,135.3,"Ride"
"F",6.528,9.4,17872.6,146.1,"Ride"
"M",4.156,16,15654.5,161.7,"Ride"
"F",2.966,7.5,16061.8,129.9,"Ride"
"M",6.588,18.1,54499,134.3,"Ride"
"F",5.213,10.5,20038.3,121.4,"Ride"
"M",8.014,15,81239.1,134.3,"Ride"
"F",7.376,16.3,67716.7,156.3,"Ride"
"M",6.858,19.3,124734,134.8,"Ride"
"M",2.252,6.8,10627.6,143.1,"Run"
"M",3.32,7.5,12547.4,147.8,"Run"
"F",5.234,11.4,33607.2,131.4,"Ride"
"M",10.183,22.5,21302.6,140.4,"Ride"
"M",2.536,3,10335.5,148.3,"Run"
"F",6.427,18.7,58240.4,147.2,"Ride"
"F",3.262,5,858,117.8,"Ride"
"M",2.812,7.5,7714.1,159.2,"Run"
"F",6.597,11.3,24051.8,136,"Ride"
"M",5.601,20.6,48299.5,126.5,"Ride"
"M",7.723,15,101660,131.6,"Ride"
"M",8.787,17.7,40026.3,168.8,"Ride"
"M",7.756,21.4,58431.8,136.3,"Ride"
"M",7.513,12.9,34049.6,129.3,"Ride"
"M",3.595,5.7,2358.2,147,"Run"
"F",2.97,15.2,36552.7,139.4,"Ride"
"M",5.859,19.5,19359,54.3,"Ride"
"M",3.229,13.2,26291.1,118.4,"Ride"
"F",7.063,11.7,11830.8,129.7,"Ride"
"M",6.894,11.9,42707.2,151.6,"Ride"
"F",2.71,5,12171.6,130,"Run"
"M",6.52,17.7,59798.5,126.4,"Ride"
"M",3.258,5.9,9625,138.1,"Run"
"M",8.516,12.5,36850.3,135.7,"Ride"
"M",7.133,12.4,80636.5,135.6,"Ride"
"M",5.774,10.5,41893.8,120.3,"Ride"
"M",7.38,10,29600.3,133.8,"Ride"
"M",3.536,9.5,11971.5,146,"Ride"
"F",2.629,3.6,10200.3,172.2,"Run"
"M",7.253,15.2,28424.6,145.5,"Ride"
"M",4.185,13.7,43348.8,100.7,"Ride"
"M",7.533,17.9,42681.8,137.2,"Ride"
"M",10.396,13.2,38422.7,150.8,"Ride"
"F",0.558,3.6,40.7,127.3,"Run"
"M",3.24,3.8,8755.8,113.9,"Run"
"F",3.359,4.7,4840.8,161.9,"Run"
"M",5.467,12.3,37403.4,110.9,"Ride"
"M",2.617,5.9,10346.1,131.9,"Run"
"M",7.936,11.2,18888.5,122.7,"Ride"
"M",8.857,19.7,103756,142.6,"Ride"
"F",2.809,5.1,8006.2,171.7,"Run"
"M",8.018,16.5,50265.6,69,"Ride"
"M",8.157,11.4,19585.3,138,"Ride"
"M",9.032,12.5,32515.1,154.9,"Ride"
"M",3.108,14.1,9525.3,172.5,"Ride"
"F",7.817,10.4,32141.5,164.7,"Ride"
"M",3.624,6.8,4834.2,150.1,"Run"
"F",5.25,16.2,50239.1,138.1,"Ride"
"M",7.373,28.4,58236.9,131.6,"Ride"
"F",7.066,14.1,37628.4,144.2,"Ride"
"F",7.477,13.9,52311.5,153.1,"Ride"
"M",6.718,9,24183.5,124.6,"Ride"
"F",2.508,3.2,4838.4,155.8,"Run"
"M",3.742,10.8,31538.7,67.4,"Ride"
"F",2.713,3.3,3225.6,174,"Run"
"F",3.221,13.9,38055.4,137.4,"Ride"
"M",8.975,12.6,48464.2,146.8,"Ride"
"M",6.894,14.6,9651.1,119.9,"Ride"
"M",3.317,4.1,21205.2,148.7,"Run"
"F",6.932,12.4,24339.7,160,"Ride"
"M",3.144,5.5,12149.5,144.4,"Run"
"M",7.621,15.5,24220.4,106.8,"Ride"
"F",1.719,3.8,6520.7,111.7,"Run"
"M",4.743,11.2,7940.3,134.5,"Ride"
"M",2.965,4.8,6546.2,165,"Run"
"M",2.129,6.6,5549.1,141.1,"Run"
"M",0.267,3.5,694.1,125.5,"Ride"
"M",11.475,12.5,24119.7,127.9,"Ride"
"M",8.306,22.8,144820,155.5,"Ride"
"M",6.912,16.7,48297.1,131.7,"Ride"
"M",9.733,16.1,89423.3,146.6,"Ride"
"M",7.728,17.3,117787,148.2,"Ride"
"M",7.445,14.3,63614,116.9,"Ride"
"M",3.424,6.6,24128.9,149.2,"Run"
"M",3.198,4.9,21627,156.5,"Run"
"M",2.93,3.6,1005,123.6,"Run"
"M",2.965,5.5,10631.9,148,"Run"
"F",2.701,8.1,10486.1,151.8,"Run"
"M",8.037,13.5,56028.2,105.5,"Ride"
"M",8.107,13.2,70276.1,133.2,"Ride"
"F",1.874,3.6,15901.9,123.1,"Run"
"M",7.117,17.2,27671.7,152.5,"Ride"
"M",6.146,11.7,33653.7,133.5,"Ride"
"M",7.365,12.3,53001.2,149.4,"Ride"
"F",7.848,16.4,27876.6,146.1,"Ride"
"F",6.019,13,13994,124.9,"Ride"
"M",6.221,16,24872,127.2,"Ride"
"M",8.564,12.4,79439.4,140.3,"Ride"
"M",5.533,11.9,14607.6,142.6,"Ride"
"F",3.07,4.7,4942.3,149.6,"Run"
"F",2.974,4.5,6460,158.3,"Run"
"F",7.094,12.6,42697.2,109.9,"Ride"
"M",5.859,19.5,19359,54.3,"Ride"
"M",7.818,12.4,29112.6,109.6,"Ride"
"M",3.416,4.4,7696.1,154.7,"Run"
"M",2.856,4.9,6463,146.2,"Run"
"F",2.375,5.9,13397.7,151.8,"Run"
"F",3.805,6.1,7000.7,162.1,"Run"
"M",2.569,3.3,5132.7,160.5,"Run"
"M",8.66,17.1,40971.9,157.4,"Ride"
"M",7.239,12,37568,123.1,"Ride"
"F",4.689,12.3,56859.9,100.5,"Ride"
"F",2.761,4.6,4903.6,115.9,"Run"
"M",7.762,20.2,131473,108.9,"Ride"
"M",3.183,4.5,2470,173.3,"Run"
"M",2.507,5.7,10193.1,161.8,"Run"
"M",5.473,11.5,5281,150.5,"Ride"
"F",1.891,2.9,1875.9,147.9,"Run"
"M",2.986,4.1,3488.2,139.5,"Run"
"M",2.651,5,15262.8,144.5,"Run"
"F",7.188,15.9,38698.8,152.7,"Ride"
"M",8.002,15.3,110224,146.3,"Ride"
"M",1.764,3,2439.3,122.5,"Run"
"M",7.019,11.7,22585.7,152.7,"Ride"
"F",2.791,6,6654.2,144.2,"Run"
"M",7.749,13.1,17651.2,145.9,"Ride"
"F",2.444,3.1,9317.3,173.4,"Run"
"F",7.963,18.9,28889.6,157.3,"Ride"
"F",0.954,2.1,3217.6,77.9,"Run"
"M",7.495,20.544,39492.2,142.7,"Ride"
"M",3.063,6.6,10029.3,171.4,"Run"
"M",7.526,11.4,52425.7,123.3,"Ride"
"F",6.872,12.3,28711.1,145.8,"Ride"
"M",4.613,12.3,8856.4,120.6,"Ride"
"M",8.711,11.2,35078.3,150.5,"Ride"
"F",2.448,3.6,4404.8,137.3,"Run"
"F",7.779,13.6,33976.5,149.9,"Ride"
"M",7.732,17.2,132327,143.2,"Ride"
"M",5.482,13.7,17866.6,136.7,"Ride"
"M",3.989,5.2,8329.4,164.1,"Run"
"M",3.341,5,17251.3,152.5,"Run"
"M",3.836,4.2,7254.1,159.6,"Run"
"M",8.694,11.1,23491.9,141.7,"Ride"
"F",6.95,14.2,3370.6,158.3,"Ride"
"F",6.359,13.7,18918.5,118.9,"Ride"
"M",8.03,10.3,57814.9,148.4,"Ride"
"F",8.122,12.8,70086.5,119.5,"Ride"
"M",3.545,13.3,11785.9,155.6,"Ride"
"M",7.403,16.7,43832.4,136.4,"Ride"
"M",7.386,10.4,28569.5,156.1,"Ride"
"M",3.24,4.4,20481.8,151.5,"Run"
"M",3.531,12.9,19746.5,140,"Run"
"F",4.565,11,16383,132.8,"Ride"
"M",6.174,10.3,142185,108.5,"Ride"
"M",2.47,4.5,2652.3,135.7,"Run"
"M",3.511,5.1,8206.1,157,"Run"
"F",7.833,18.2,33493.6,153.3,"Ride"
"F",3.717,4.4,3218.6,155.7,"Run"
"M",6.625,11.3,76045.8,134.7,"Ride"
"F",6.456,14.5,69384.7,122.9,"Ride"
"F",5.797,14.7,14445.5,141.1,"Ride"
"F",2.021,3,3267.9,180.7,"Run"
"F",2.67,3.7,6429.8,164.6,"Run"
"M",7.155,15.3,94852.3,152.9,"Ride"
"F",1.901,3.1,4171.6,146.6,"Run"
"M",3.576,5.8,11631.5,156.7,"Run"
"M",7.542,13.5,50611.3,130.5,"Ride"
"M",7.737,12.103,8858.8,136.8,"Ride"
"F",9.113,11.4,61523,161,"Ride"
"F",6.085,17,40516.4,111.5,"Ride"
"M",6.909,16.8,52903.4,143.4,"Ride"
"M",5.551,8,13226.9,97.4,"Ride"
"M",8.762,15.7,58107.5,141,"Ride"
"M",8.513,13.9,44710.1,146.1,"Ride"
"M",5.838,14.6,81556.5,150,"Ride"
"M",9.232,18,13866.7,171,"Ride"
"M",7.218,10.9,30930.2,124.7,"Ride"
"F",7.105,14.2,24568.3,145,"Ride"
"F",6.115,13.4,26356.4,139,"Ride"
"M",6.526,14,48416.1,157,"Ride"
"M",6.786,11.2,61008.5,112.2,"Ride"
"M",3.193,3.7,10081.5,143.6,"Run"
"M",2.486,10.9,32504.1,130,"Ride"
"M",4.578,14.5,29562.7,151.8,"Ride"
"F",4.645,7.3,13503.7,129.1,"Ride"
"M",7.023,14.1,70027.6,151.8,"Ride"
"M",3.549,8.9,29012.8,150.9,"Ride"
"M",7.273,12.4,45524.2,144,"Ride"
"M",3.136,4.2,10003.3,151,"Run"
"M",6.969,18.7,31905.8,146.3,"Ride"
"F",2.895,4.7,7413.6,149.3,"Run"
"M",9.221,14.9,54517.3,152,"Ride"
"M",7.244,12.4,32538.2,168.4,"Ride"
"F",1.807,3.8,3228.7,115.1,"Run"
"M",5.56,8,1884.9,119.6,"Ride"
"M",5.22,11.9,25935.4,143.8,"Ride"
"M",7.175,11.5,44104.7,155.5,"Ride"
"M",6.114,14.8,50332.9,135.6,"Ride"
"M",3.729,14.1,1502.8,139.6,"Ride"
"M",9.012,18.8,12445.5,153.4,"Ride"
"M",2.34,3.3,5187.4,119.5,"Run"
"M",7.42,16.8,124316,146.1,"Ride"
"M",2.251,3.3,5604.4,166.7,"Run"
"M",7.573,15.6,36908.5,126.2,"Ride"
"F",3.103,5.8,16477.4,161.7,"Run"
"M",8.764,17.2,42840.1,149.7,"Ride"
"M",6.104,19.3,35113.5,128,"Ride"
"M",5.599,22.3,173496,153.8,"Ride"
"M",8.295,12.6,92284.7,117.6,"Ride"
"F",2.203,3.1,5008.8,144.1,"Run"
"M",7.262,15.1,52433.6,129.6,"Ride"
"F",7.653,12.1,32572.3,123.4,"Ride"
"M",2.766,4.1,11559.4,165.5,"Run"
"M",3.362,4.9,8062.9,169.6,"Run"
"M",7.975,18.5,57874.5,133.7,"Ride"
"M",4.106,14,14884.2,141,"Ride"
"M",8.084,9.3,40749.3,143.3,"Ride"
"M",7.136,11.1,25690,126.6,"Ride"
"M",7.745,9.2,41862,129.6,"Ride"
"F",2.857,3.5,4973.6,173.5,"Run"
"M",6.107,13.1,29865.5,109.9,"Ride"
"M",6.652,14.7,46835.7,145.3,"Ride"
"M",6.291,19.5,112668,123.3,"Ride"
"M",9.276,12.5,65245,139.4,"Ride"
"M",7.75,11.5,40408.2,163.8,"Ride"
"M",10.066,18.7,83052.5,135.3,"Ride"
"M",8.375,14.2,38440.1,166.8,"Ride"
"F",0.003,5.5,6092.1,171.7,"Run"
"M",7.868,13.4,39207,105.4,"Ride"
"M",3.968,12.4,19253.8,113,"Ride"
"M",5.91,10.6,38139.4,176.5,"Ride"
"M",2.472,3.1,5698.5,126.2,"Run"
"M",8.277,15.5,17688.5,143,"Ride"
"M",2.675,3.2,7666.8,146.3,"Run"
"M",2.574,3.2,2628.1,134,"Run"
"M",3.905,5.5,1132.5,133.8,"Ride"
"F",6.806,17.2,118651,139.1,"Ride"
"M",7.855,24.4,185275,128.3,"Ride"
"M",7.091,15.8,50686.8,145.2,"Ride"
"M",3.338,7,6956.6,82.8,"Ride"
"M",3.162,16.1,39527.8,138.5,"Ride"
"M",8.319,21.7,75091.6,162.8,"Ride"
"F",6.924,19.1,63048.4,138.3,"Ride"
"M",2.915,3.6,11623.2,117.5,"Run"
"M",7.997,16.6,29828.1,128.6,"Ride"
"M",7.072,12.8,29419.3,178.8,"Ride"
"F",0.862,4.2,6947.6,64,"Ride"
"F",5.735,12.3,22532.7,117.9,"Ride"
"F",6.221,13.6,33208,138.1,"Ride"
"M",6.884,8.1,8350.4,131,"Ride"
"M",3.067,4.2,11492.8,155.9,"Run"
"F",1.65,2.4,5800.9,102.2,"Run"
"F",2.462,3.8,8489.1,129.7,"Run"
"M",7.117,15,37764.8,167,"Ride"
"F",7.435,12,43529.8,156.2,"Ride"
"F",4.338,8.3,17743.7,117.3,"Ride"
"M",4.103,12.5,23336.7,143.4,"Ride"
"M",10.444,14.3,20377,142.5,"Ride"
"F",2.836,8.3,6629.5,147.9,"Run"
"F",6.859,10.5,44789.3,136.2,"Ride"
"F",5.913,27.1,36021.6,42.1,"Ride"
"F",3.42,7.9,13718.7,148.2,"Run"
"M",6.002,14,58361.3,134.8,"Ride"
"F",6.03,16.4,53919.9,146.9,"Ride"
"M",8.642,13.4,85184,136.6,"Ride"
"M",3.022,3.5,8053.9,156.6,"Run"
"M",4.706,6.5,4353.2,108.6,"Ride"
"F",7.161,14,23393.6,131.3,"Ride"
"F",6.729,12.5,25880.2,114.8,"Ride"
"M",3.647,5.8,15787.9,160.9,"Run"
"M",12.132,14.2,20005.6,157.7,"Ride"
"F",2.689,3.5,12102.3,176.2,"Run"
"F",3.141,4.2,14689.8,165.6,"Run"
"F",2.71,3.5,12005.7,165.9,"Run"
"F",2.351,2.7,1412.9,151.1,"Run"
"F",6.762,13.8,61763.7,134.1,"Ride"
"M",6.679,15.2,38403,131.7,"Ride"
"M",4.023,4.8,2804,178.9,"Run"
"M",6.097,14.5,47816,136.6,"Ride"
"F",2.067,2.8,5781,139.9,"Run"
"M",6.818,14,30815.5,143.4,"Ride"
"M",6.837,17.4,114686,146.6,"Ride"
"M",3.857,3.9,54,71,"Ride"
"F",2.894,4.6,9136.4,177.3,"Run"
"M",2.48,4.3,16098.1,149,"Run"
"F",6.177,18.9,21169.6,145.9,"Ride"
"M",3.223,6,11572.1,156,"Run"
"M",6.747,18.2,45511.7,136.7,"Ride"
"M",6.793,13.5,65678.6,130.8,"Ride"
"F",3.247,4.9,2889.4,146.4,"Run"
"M",8.255,13.5,31395,130.1,"Ride"
"M",3.26,5.4,13176.6,149.5,"Run"
"F",2.462,3.8,8489.1,129.7,"Run"
"F",5.486,16,60016.7,129.3,"Ride"
"F",2.51,5,4435.5,146.3,"Run"
"M",5.747,6.2,21223.7,140.4,"Ride"
"F",5.819,8.3,42815.7,144.1,"Ride"
"M",3.947,5.8,2111.9,131.7,"Ride"
"M",7.974,15.6,49288.6,108.2,"Ride"
"M",6.438,13,111867,124,"Ride"
"M",3.372,6,9871.8,153.3,"Run"
"M",2.713,8.8,32439.2,162.8,"Run"
"M",3.58,11.2,32365.8,133.7,"Ride"
"M",7.48,15.1,92301.7,137.3,"Ride"
"M",2.069,2.5,736.4,130.7,"Run"
"M",6.558,20.27,133833,149.4,"Ride"
"F",7.769,9.9,37408,106.6,"Ride"
"M",8.932,17.6,163580,165.4,"Ride"
"M",1.898,2.6,5215.9,144,"Run"
"F",3.407,5.6,9949.6,159.9,"Ride"
"F",9.771,23.6,157114,161.1,"Ride"
"F",3.132,4.4,11917.3,158.4,"Run"
"F",6.612,9.2,71659.2,140.6,"Ride"
"M",8.412,19.6,26000.4,110.2,"Ride"
"F",5.653,13.4,23802.9,144.6,"Ride"
"M",3.229,4.3,6154.6,162.6,"Run"
"M",8.903,15.8,83256.5,122.8,"Ride"
"M",7.172,12.5,18475.4,151.5,"Ride"
"M",7.854,11.7,34847.8,130,"Ride"
"M",6.867,14.3,36142.7,135.7,"Ride"
"M",8.763,13.6,59614.3,147.6,"Ride"
"F",4.8,12.8,13150.9,141.4,"Ride"
"M",3.669,11,15546.3,153.5,"Run"
"F",2.712,4,5260.4,156.1,"Run"
"M",6.671,9,24014.3,139.7,"Ride"
"F",8.104,16,81648.3,142.3,"Ride"
"M",7.525,18.3,39663.4,123.9,"Ride"
"M",4.569,15.5,82068.2,161.7,"Ride"
"M",6.81,13,47674.9,129.5,"Ride"
"M",6.656,8.9,15981.2,121,"Ride"
"M",7.884,19.803,65382.6,140.6,"Ride"
"F",2.493,3.5,11298.8,163.6,"Run"
"M",7.664,15.1,111514,133.3,"Ride"
"M",0.173,1.9,277.1,101.1,"Run"
"F",8.221,16,76616.9,151,"Ride"
"M",7.234,21.4,107641,132.3,"Ride"
"F",5.179,9.7,16738.9,162.1,"Ride"
"F",6.834,15.5,34745.4,161.2,"Ride"
"F",2.691,4.4,12083.3,162.4,"Run"
"M",3.096,4,9908.7,175,"Run"
"M",2.002,5.1,6091.1,132.3,"Run"
"M",1.467,1.9,2895.5,90.8,"Run"
"M",6.261,10,15515.2,145.4,"Ride"
"M",3.25,6.9,9018.1,155.1,"Run"
"M",3.344,4.1,13874.9,147.5,"Run"
"F",1.533,2.9,1541.7,96.7,"Run"
"M",7.216,16.1,36425.4,168.2,"Ride"
"F",3.138,3.5,12879.8,168.8,"Run"
"F",2.694,5.7,14047,152,"Run"
"F",2.566,9.7,1570.1,124.3,"Run"
"F",7.02,8.5,2492.2,126.5,"Ride"
"M",8.394,13.4,23847.9,149.6,"Ride"
"M",2.929,3.8,9760.8,146.2,"Run"
"M",5.749,12.3,2242.1,94,"Ride"
"M",7.699,12,18731.2,142.8,"Ride"
"M",5.763,14.3,100913,166.6,"Ride"
"M",3.283,5.1,8101.7,137.4,"Run"
"M",2.892,5.7,7086.5,140.2,"Run"
"M",5.815,11.8,28061.4,115.6,"Ride"
"F",6.039,18.8,61692.7,145.9,"Ride"
"M",3.893,16.2,16430.7,141.4,"Ride"
"M",6.519,14,129575,128.6,"Ride"
"M",7.533,13.4,51469.6,147.9,"Ride"
"M",8.891,13.5,16031.3,151.1,"Ride"
"F",4.936,22.5,83053.8,147.8,"Ride"
"F",6.969,12.7,49354.1,156.6,"Ride"
